,sb,name,n_decklists,sum,mean_rnd,mean,std,min,25%,50%,75%,max
0,0,Swamp,150,991.0,7.0,6.6066666666666665,1.4137230900680298,0.0,6.0,7.0,7.0,13.0
1,0,Forest,150,918.0,6.0,6.12,1.1923694756420735,0.0,6.0,6.0,7.0,9.0
2,0,Llanowar Wastes,150,591.0,4.0,3.94,0.4214070391171102,0.0,4.0,4.0,4.0,4.0
3,0,Pernicious Deed,150,589.0,4.0,3.9266666666666667,0.40295330331595985,0.0,4.0,4.0,4.0,4.0
4,0,Treetop Village,150,584.0,4.0,3.8933333333333335,0.5069538806799544,0.0,4.0,4.0,4.0,4.0
5,0,Cabal Therapy,150,580.0,4.0,3.8666666666666667,0.6203123987442087,0.0,4.0,4.0,4.0,4.0
6,0,Wall of Blossoms,150,539.0,4.0,3.5933333333333333,0.85997242555034,0.0,4.0,4.0,4.0,4.0
7,0,Duress,150,508.0,3.0,3.3866666666666667,0.8807155927183703,0.0,3.0,4.0,4.0,4.0
8,0,Ravenous Baloth,150,464.0,3.0,3.0933333333333333,1.377414495898858,0.0,2.25,4.0,4.0,4.0
9,0,Deranged Hermit,150,294.0,2.0,1.96,1.2199680928823537,0.0,1.0,2.0,2.0,4.0
10,0,Recurring Nightmare,150,265.0,2.0,1.7666666666666666,0.5724862375376567,0.0,2.0,2.0,2.0,3.0
11,0,Wall of Roots,151,225.0,1.0,1.490066225165563,1.7199517422256323,0.0,0.0,0.0,3.0,4.0
12,0,Vendetta,150,213.0,1.0,1.42,0.8994405419985271,0.0,1.0,2.0,2.0,3.0
13,0,Blastoderm,150,202.0,1.0,1.3466666666666667,1.5629376344617856,0.0,0.0,0.0,3.0,4.0
14,0,Yavimaya Elder,150,197.0,1.0,1.3133333333333332,1.0563751282726748,0.0,0.0,1.0,2.0,4.0
15,0,Naturalize,150,190.0,1.0,1.2666666666666666,0.9171495575760632,0.0,0.0,2.0,2.0,3.0
16,0,Birds of Paradise,150,189.0,1.0,1.26,1.6237747058326821,0.0,0.0,0.0,2.0,4.0
17,0,Phyrexian Rager,150,163.0,1.0,1.0866666666666667,1.340823480650597,0.0,0.0,0.0,2.0,4.0
18,0,Smother,150,153.0,1.0,1.02,0.9230093762930214,0.0,0.0,1.0,2.0,4.0
19,0,Dust Bowl,150,107.0,1.0,0.7133333333333334,0.5596819166944027,0.0,0.0,1.0,1.0,3.0
20,0,Volrath's Stronghold,150,91.0,1.0,0.6066666666666667,0.4901262221576522,0.0,0.0,1.0,1.0,1.0
21,0,Living Wish,150,86.0,1.0,0.5733333333333334,1.0703237085869444,0.0,0.0,0.0,0.0,4.0
22,0,Krosan Tusker,150,84.0,1.0,0.56,0.7371266544481934,0.0,0.0,0.0,1.0,4.0
23,0,Chainer's Edict,150,73.0,0.0,0.4866666666666667,0.7303273759504293,0.0,0.0,0.0,1.0,2.0
24,0,Natural Order,150,68.0,0.0,0.4533333333333333,1.2128322096152004,0.0,0.0,0.0,0.0,4.0
25,0,City of Brass,150,67.0,0.0,0.44666666666666666,0.8071548063610643,0.0,0.0,0.0,0.75,3.0
26,0,Diabolic Edict,150,60.0,0.0,0.4,0.6553855364152322,0.0,0.0,0.0,1.0,2.0
27,0,Mishra's Factory,150,41.0,0.0,0.2733333333333333,0.7037451745436782,0.0,0.0,0.0,0.0,3.0
28,0,Barren Moor,150,30.0,0.0,0.2,0.5050084722526743,0.0,0.0,0.0,0.0,2.0
29,0,Spiritmonger,150,30.0,0.0,0.2,0.44871180269655775,0.0,0.0,0.0,0.0,2.0
30,0,Call of the Herd,150,23.0,0.0,0.15333333333333332,0.5990671346079152,0.0,0.0,0.0,0.0,4.0
31,0,Plains,150,23.0,0.0,0.15333333333333332,0.6925942541595724,0.0,0.0,0.0,0.0,7.0
32,0,Windswept Heath,150,23.0,0.0,0.15333333333333332,0.6828352525338072,0.0,0.0,0.0,0.0,4.0
33,0,Sylvan Library,150,21.0,0.0,0.14,0.5313020602205781,0.0,0.0,0.0,0.0,3.0
34,0,Tranquil Thicket,150,21.0,0.0,0.14,0.36692079865172744,0.0,0.0,0.0,0.0,2.0
35,0,Phantom Nishoba,150,19.0,0.0,0.12666666666666668,0.33371342982242697,0.0,0.0,0.0,0.0,1.0
36,0,Phyrexian Arena,150,16.0,0.0,0.10666666666666667,0.3097231209211054,0.0,0.0,0.0,0.0,1.0
37,0,Swords to Plowshares,150,16.0,0.0,0.10666666666666667,0.646588016158528,0.0,0.0,0.0,0.0,4.0
38,0,Plague Spitter,150,15.0,0.0,0.1,0.48811375063303325,0.0,0.0,0.0,0.0,3.0
39,0,Verdant Force,150,15.0,0.0,0.1,0.301005027940793,0.0,0.0,0.0,0.0,1.0
40,0,"Multani, Maro-Sorcerer",150,14.0,0.0,0.09333333333333334,0.2918735284323547,0.0,0.0,0.0,0.0,1.0
41,0,Exalted Angel,150,12.0,0.0,0.08,0.5118724673380978,0.0,0.0,0.0,0.0,4.0
42,0,Caves of Koilos,150,11.0,0.0,0.07333333333333333,0.5193783928782697,0.0,0.0,0.0,0.0,4.0
43,0,Veteran Explorer,150,11.0,0.0,0.07333333333333333,0.5193783928782698,0.0,0.0,0.0,0.0,4.0
44,0,Graveborn Muse,150,10.0,0.0,0.06666666666666667,0.3207932003720181,0.0,0.0,0.0,0.0,2.0
45,0,Survival of the Fittest,150,10.0,0.0,0.06666666666666667,0.47298376984040225,0.0,0.0,0.0,0.0,4.0
46,0,Vindicate,150,10.0,0.0,0.06666666666666667,0.4729837698404021,0.0,0.0,0.0,0.0,4.0
47,0,Snow-Covered Swamp,150,8.0,0.0,0.05333333333333334,0.6531972647421806,0.0,0.0,0.0,0.0,8.0
48,0,Wasteland,150,8.0,0.0,0.05333333333333334,0.323294008079264,0.0,0.0,0.0,0.0,2.0
49,0,Decree of Justice,150,7.0,0.0,0.04666666666666667,0.40693100295174234,0.0,0.0,0.0,0.0,4.0
50,0,Gerrard's Verdict,150,7.0,0.0,0.04666666666666667,0.4069310029517424,0.0,0.0,0.0,0.0,4.0
51,0,Ravenous Rats,150,7.0,0.0,0.04666666666666667,0.3138132361828918,0.0,0.0,0.0,0.0,3.0
52,0,Nantuko Vigilante,150,6.0,0.0,0.04,0.28093802607807344,0.0,0.0,0.0,0.0,2.0
53,0,Tainted Wood,150,6.0,0.0,0.04,0.22821160556104875,0.0,0.0,0.0,0.0,2.0
54,0,Withered Wretch,150,6.0,0.0,0.04,0.2809380260780735,0.0,0.0,0.0,0.0,3.0
55,0,Bloodstained Mire,150,5.0,0.0,0.03333333333333333,0.2141525099996493,0.0,0.0,0.0,0.0,2.0
56,0,Gemstone Mine,150,5.0,0.0,0.03333333333333333,0.18010685369303295,0.0,0.0,0.0,0.0,1.0
57,0,Hystrodon,150,5.0,0.0,0.03333333333333333,0.24348329784832512,0.0,0.0,0.0,0.0,2.0
58,0,Wooded Foothills,150,5.0,0.0,0.03333333333333333,0.2141525099996493,0.0,0.0,0.0,0.0,2.0
59,0,Diabolic Intent,150,4.0,0.0,0.02666666666666667,0.161647004039632,0.0,0.0,0.0,0.0,1.0
60,0,Disenchant,150,4.0,0.0,0.02666666666666667,0.19887828616250475,0.0,0.0,0.0,0.0,2.0
61,0,Oversold Cemetery,150,4.0,0.0,0.02666666666666667,0.23016383620995162,0.0,0.0,0.0,0.0,2.0
62,0,Rampant Growth,150,4.0,0.0,0.02666666666666667,0.3265986323710904,0.0,0.0,0.0,0.0,4.0
63,0,Symbiotic Wurm,150,4.0,0.0,0.02666666666666667,0.16164700403963206,0.0,0.0,0.0,0.0,1.0
64,0,Eternal Dragon,150,3.0,0.0,0.02,0.2449489742783178,0.0,0.0,0.0,0.0,3.0
65,0,Genesis,150,3.0,0.0,0.02,0.14046901303903672,0.0,0.0,0.0,0.0,1.0
66,0,Kavu Titan,150,3.0,0.0,0.02,0.2449489742783178,0.0,0.0,0.0,0.0,3.0
67,0,Polluted Delta,150,3.0,0.0,0.02,0.14046901303903675,0.0,0.0,0.0,0.0,1.0
68,0,Reflecting Pool,150,3.0,0.0,0.02,0.14046901303903675,0.0,0.0,0.0,0.0,1.0
69,0,Skeletal Scrying,150,3.0,0.0,0.02,0.2449489742783178,0.0,0.0,0.0,0.0,3.0
70,0,"Squee, Goblin Nabob",150,3.0,0.0,0.02,0.14046901303903672,0.0,0.0,0.0,0.0,1.0
71,0,Tainted Field,150,3.0,0.0,0.02,0.2449489742783178,0.0,0.0,0.0,0.0,3.0
72,0,Wrath of God,150,3.0,0.0,0.02,0.2449489742783178,0.0,0.0,0.0,0.0,3.0
73,0,Bone Shredder,150,2.0,0.0,0.013333333333333334,0.11508191810497581,0.0,0.0,0.0,0.0,1.0
74,0,Brushland,150,2.0,0.0,0.013333333333333334,0.1632993161855452,0.0,0.0,0.0,0.0,2.0
75,0,Crypt Rats,150,2.0,0.0,0.013333333333333334,0.11508191810497581,0.0,0.0,0.0,0.0,1.0
76,0,Funeral Charm,150,2.0,0.0,0.013333333333333334,0.1632993161855452,0.0,0.0,0.0,0.0,2.0
77,0,Gaea's Blessing,150,2.0,0.0,0.013333333333333334,0.1632993161855452,0.0,0.0,0.0,0.0,2.0
78,0,Phyrexian Furnace,150,2.0,0.0,0.013333333333333334,0.1632993161855452,0.0,0.0,0.0,0.0,2.0
79,0,Caller of the Claw,150,1.0,0.0,0.006666666666666667,0.08164965809277261,0.0,0.0,0.0,0.0,1.0
80,0,Death Grasp,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
81,0,Engineered Plague,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
82,0,Haunting Echoes,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
83,0,Llanowar Elves,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
84,0,Mesmeric Fiend,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
85,0,Plaguebearer,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
86,0,Scion of Darkness,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
87,0,Uktabi Orangutan,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
88,0,Yavimaya Hollow,150,1.0,0.0,0.006666666666666667,0.08164965809277258,0.0,0.0,0.0,0.0,1.0
89,1,Engineered Plague,150,468.0,3.0,3.12,0.8817310612820273,0.0,3.0,3.0,4.0,4.0
90,1,Naturalize,150,296.0,2.0,1.9733333333333334,1.1925195630585708,0.0,1.0,2.0,3.0,4.0
91,1,Withered Wretch,150,176.0,1.0,1.1733333333333333,0.8727543891116484,0.0,0.25,1.0,2.0,3.0
92,1,Tormod's Crypt,150,173.0,1.0,1.1533333333333333,1.0474428219833216,0.0,0.0,1.0,2.0,4.0
93,1,Spike Feeder,150,112.0,1.0,0.7466666666666667,0.9706198577596715,0.0,0.0,0.0,2.0,3.0
94,1,Ravenous Baloth,150,85.0,1.0,0.5666666666666667,1.025949661014186,0.0,0.0,0.0,1.0,4.0
95,1,Haunting Echoes,150,80.0,1.0,0.5333333333333333,0.7204274147721317,0.0,0.0,0.0,1.0,3.0
96,1,Dust Bowl,150,66.0,0.0,0.44,0.5113477388892163,0.0,0.0,0.0,1.0,2.0
97,1,Uktabi Orangutan,150,64.0,0.0,0.4266666666666667,0.6589259785364032,0.0,0.0,0.0,1.0,2.0
98,1,Phyrexian Arena,150,58.0,0.0,0.38666666666666666,0.6833265127612903,0.0,0.0,0.0,1.0,2.0
99,1,Vendetta,150,51.0,0.0,0.34,0.5535728976567893,0.0,0.0,0.0,1.0,2.0
100,1,Diabolic Edict,150,50.0,0.0,0.3333333333333333,0.5515891217963933,0.0,0.0,0.0,1.0,2.0
101,1,Infest,150,47.0,0.0,0.31333333333333335,0.7060302735744265,0.0,0.0,0.0,0.0,4.0
102,1,Duress,150,46.0,0.0,0.30666666666666664,0.5669495280338521,0.0,0.0,0.0,1.0,3.0
103,1,Plague Spitter,150,44.0,0.0,0.29333333333333333,0.512221987670623,0.0,0.0,0.0,1.0,2.0
104,1,Genesis,150,36.0,0.0,0.24,0.42851389834382897,0.0,0.0,0.0,0.0,1.0
105,1,Bone Shredder,150,34.0,0.0,0.22666666666666666,0.4200777599264064,0.0,0.0,0.0,0.0,1.0
106,1,Smother,150,28.0,0.0,0.18666666666666668,0.43944239632379667,0.0,0.0,0.0,0.0,2.0
107,1,Tranquil Domain,150,23.0,0.0,0.15333333333333332,0.3969120178177314,0.0,0.0,0.0,0.0,2.0
108,1,Spiritmonger,150,19.0,0.0,0.12666666666666668,0.33371342982242697,0.0,0.0,0.0,0.0,1.0
109,1,Choke,150,18.0,0.0,0.12,0.47656488955831783,0.0,0.0,0.0,0.0,3.0
110,1,Crumble,150,17.0,0.0,0.11333333333333333,0.3385057307549091,0.0,0.0,0.0,0.0,2.0
111,1,Deranged Hermit,150,17.0,0.0,0.11333333333333333,0.31806180368281983,0.0,0.0,0.0,0.0,1.0
112,1,Chainer's Edict,150,16.0,0.0,0.10666666666666667,0.38680704078505973,0.0,0.0,0.0,0.0,2.0
113,1,Masticore,150,15.0,0.0,0.1,0.301005027940793,0.0,0.0,0.0,0.0,1.0
114,1,Phyrexian Furnace,150,14.0,0.0,0.09333333333333334,0.423261016564456,0.0,0.0,0.0,0.0,3.0
115,1,Coffin Purge,150,11.0,0.0,0.07333333333333333,0.4029533033159597,0.0,0.0,0.0,0.0,3.0
116,1,Gigapede,150,10.0,0.0,0.06666666666666667,0.25027948583350335,0.0,0.0,0.0,0.0,1.0
117,1,Spike Weaver,150,9.0,0.0,0.06,0.2382824447791589,0.0,0.0,0.0,0.0,1.0
118,1,Tranquility,150,9.0,0.0,0.06,0.2649553590359689,0.0,0.0,0.0,0.0,2.0
119,1,Phyrexian Negator,150,8.0,0.0,0.05333333333333334,0.3977565723250095,0.0,0.0,0.0,0.0,4.0
120,1,Planar Void,150,7.0,0.0,0.04666666666666667,0.3345169143638715,0.0,0.0,0.0,0.0,3.0
121,1,Volrath's Stronghold,150,7.0,0.0,0.04666666666666667,0.21163050828222804,0.0,0.0,0.0,0.0,1.0
122,1,Mesmeric Fiend,150,6.0,0.0,0.04,0.2809380260780735,0.0,0.0,0.0,0.0,2.0
123,1,Nantuko Vigilante,150,6.0,0.0,0.04,0.19661566092456975,0.0,0.0,0.0,0.0,1.0
124,1,Reverent Silence,150,6.0,0.0,0.04,0.25593623366904894,0.0,0.0,0.0,0.0,2.0
125,1,Warmth,150,6.0,0.0,0.04,0.3038897716090336,0.0,0.0,0.0,0.0,3.0
126,1,Cabal Therapy,150,5.0,0.0,0.03333333333333333,0.24348329784832515,0.0,0.0,0.0,0.0,2.0
127,1,Cursed Totem,150,5.0,0.0,0.03333333333333333,0.21415250999964924,0.0,0.0,0.0,0.0,2.0
128,1,Recurring Nightmare,150,5.0,0.0,0.03333333333333333,0.21415250999964927,0.0,0.0,0.0,0.0,2.0
129,1,"Braids, Cabal Minion",150,4.0,0.0,0.02666666666666667,0.16164700403963203,0.0,0.0,0.0,0.0,1.0
130,1,Sylvan Library,150,4.0,0.0,0.02666666666666667,0.19887828616250475,0.0,0.0,0.0,0.0,2.0
131,1,Visara the Dreadful,150,4.0,0.0,0.02666666666666667,0.16164700403963203,0.0,0.0,0.0,0.0,1.0
132,1,Wasteland,150,4.0,0.0,0.02666666666666667,0.161647004039632,0.0,0.0,0.0,0.0,1.0
133,1,Blastoderm,150,3.0,0.0,0.02,0.18208339412507496,0.0,0.0,0.0,0.0,2.0
134,1,Circle of Protection: Red,150,3.0,0.0,0.02,0.18208339412507493,0.0,0.0,0.0,0.0,2.0
135,1,City of Solitude,150,3.0,0.0,0.02,0.18208339412507496,0.0,0.0,0.0,0.0,2.0
136,1,Gloom,150,3.0,0.0,0.02,0.2449489742783178,0.0,0.0,0.0,0.0,3.0
137,1,Mishra's Factory,150,3.0,0.0,0.02,0.18208339412507496,0.0,0.0,0.0,0.0,2.0
138,1,Null Rod,150,3.0,0.0,0.02,0.14046901303903675,0.0,0.0,0.0,0.0,1.0
139,1,Perish,150,3.0,0.0,0.02,0.14046901303903675,0.0,0.0,0.0,0.0,1.0
140,1,Ravenous Rats,150,3.0,0.0,0.02,0.2449489742783178,0.0,0.0,0.0,0.0,3.0
141,1,Skeletal Scrying,150,3.0,0.0,0.02,0.18208339412507496,0.0,0.0,0.0,0.0,2.0
142,1,Thrashing Wumpus,150,3.0,0.0,0.02,0.14046901303903675,0.0,0.0,0.0,0.0,1.0
143,1,Tsabo's Web,150,3.0,0.0,0.02,0.18208339412507496,0.0,0.0,0.0,0.0,2.0
144,1,Zuran Orb,150,3.0,0.0,0.02,0.2449489742783178,0.0,0.0,0.0,0.0,3.0
145,1,Back to Basics,150,2.0,0.0,0.013333333333333334,0.1632993161855452,0.0,0.0,0.0,0.0,2.0
146,1,Carpet of Flowers,150,2.0,0.0,0.013333333333333334,0.11508191810497582,0.0,0.0,0.0,0.0,1.0
147,1,Decree of Justice,150,2.0,0.0,0.013333333333333334,0.1632993161855452,0.0,0.0,0.0,0.0,2.0
148,1,Emerald Charm,150,2.0,0.0,0.013333333333333334,0.1632993161855452,0.0,0.0,0.0,0.0,2.0
149,1,Enlightened Tutor,150,2.0,0.0,0.013333333333333334,0.1632993161855452,0.0,0.0,0.0,0.0,2.0
150,1,Gaea's Blessing,150,2.0,0.0,0.013333333333333334,0.1632993161855452,0.0,0.0,0.0,0.0,2.0
151,1,Oversold Cemetery,150,2.0,0.0,0.013333333333333334,0.1632993161855452,0.0,0.0,0.0,0.0,2.0
152,1,Phantom Nishoba,150,2.0,0.0,0.013333333333333334,0.11508191810497581,0.0,0.0,0.0,0.0,1.0
153,1,Yavimaya Elder,150,2.0,0.0,0.013333333333333334,0.11508191810497581,0.0,0.0,0.0,0.0,1.0
154,1,Chain of Vapor,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
155,1,City of Brass,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
156,1,Cremate,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
157,1,Disenchant,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
158,1,Fact or Fiction,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
159,1,Foratog,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
160,1,Gilded Drake,150,1.0,0.0,0.006666666666666667,0.08164965809277258,0.0,0.0,0.0,0.0,1.0
161,1,Graveborn Muse,150,1.0,0.0,0.006666666666666667,0.08164965809277258,0.0,0.0,0.0,0.0,1.0
162,1,Innocent Blood,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
163,1,Ivory Tower,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
164,1,Misdirection,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
165,1,Oath of Ghouls,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
166,1,Pernicious Deed,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
167,1,Pestilence,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
168,1,Rhox,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
169,1,Seal of Cleansing,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
170,1,Shadow Rift,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
171,1,Shallow Grave,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
172,1,Snuff Out,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
173,1,Stromgald Cabal,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
174,1,Thwart,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
175,1,Tsabo's Decree,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
176,1,Verdant Force,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
177,1,Woodripper,150,1.0,0.0,0.006666666666666667,0.0816496580927726,0.0,0.0,0.0,0.0,1.0
